"","symbol","country"
"2411","TK","Marshall Islands"
"2412","TGP","Marshall Islands"
"2413","TOO","Marshall Islands"
"2414","TOO.PRA","US"
"2415","TNK","Bahamas"
"2416","TRC","US"
"2417","TEO","Argentina"
"2418","TI","Italy"
"2419","TI.A","Italy"
"2420","TDY","US"
"2421","TFX","US"
"2422","TEF","Spain"
"2423","VIV","Brazil"
"2424","TDS","US"
"2425","TDA","US"
"2426","TDE","US"
"2427","TDI","US"
"2428","TDJ","US"
"2429","TKG","South Africa"
"2430","TU","Canada"
"2431","TDF","US"
"2432","EMF","US"
"2433","TEI","US"
"2434","GIM","US"
"2435","TRF","US"
"2436","TPX","US"
"2437","TS","Luxembourg"
"2438","THC","US"
"2439","TNC","US"
"2440","TEN","US"
"2441","TVC","US"
"2442","TVE","US"
"2443","TDC","US"
"2444","TER","US"
"2445","TEX","US"
"2446","TX","Luxembourg"
"2447","TNH","US"
"2448","TRNO","US"
"2449","TRNO.PRA","US"
"2450","TSO","US"
"2451","TLLP","US"
"2452","TTI","US"
"2453","TEVA","US"
"2454","TPL","US"
"2455","TGH","Bermuda"
"2456","TXT","US"
"2457","TXTR","US"
"2458","TTF","US"
"2459","THR","US"
"2460","TMO","US"
"2461","TPRE","US"
"2462","TSLF","US"
"2463","TC","Canada"
"2464","TRI","Canada"
"2465","THO","US"
"2466","TDW","US"
"2467","TIF","US"
"2468","TLYS","US"
"2469","THI","Canada"
"2470","TSU","Brazil"
"2471","TIME","US"
"2472","TWX","US"
"2473","TWC","US"
"2474","TKR","US"
"2475","TMST","US"
"2476","TWI","US"
"2477","TJX","US"
"2478","TOL","US"
"2479","TR","US"
"2480","TMK","US"
"2481","TMK.PRB","US"
"2482","TTC","US"
"2483","TD","Canada"
"2484","NDP","US"
"2485","TYG","US"
"2486","TYG.PRB","US"
"2487","TYG.PRC","US"
"2488","NTG","US"
"2489","TTP","US"
"2490","TPZ","US"
"2491","TOT","France"
"2492","TOWR","US"
"2493","TW","US"
"2494","TM","Japan"
"2495","TSLX","US"
"2496","TAC","Canada"
"2497","TAI","US"
"2498","TRP","Canada"
"2499","TCI","US"
"2500","TDG","US"
"2501","TLP","US"
"2502","RIG","US"
"2503","TGS","Argentina"
"2504","TA","US"
"2505","TANN","US"
"2506","TRV","US"
"2507","TRR","US"
"2508","TREC","US"
"2509","TG","US"
"2510","THS","US"
"2511","TRMR","US"
"2512","TREX","US"
"2513","TY","US"
"2514","TY.PR","US"
"2515","TPH","US"
"2516","TCAP","US"
"2517","TCC","US"
"2518","TCCA","US"
"2519","TSL","China"
"2520","TNET","US"
"2521","TRN","US"
"2522","TSE","Luxembourg"
"2523","GTS","Puerto Rico"
"2524","TPVG","US"
"2525","TGI","US"
"2526","TROX","US"
"2527","TBI","US"
"2528","TRLA","US"
"2529","TRW","US"
"2530","TNP","Greece"
"2531","TNP.PRB","Greece"
"2532","TNP.PRC","Greece"
"2533","TUMI","US"
"2534","TUP","US"
"2535","TKC","US"
"2536","TKF","US"
"2537","TRQ","Canada"
"2538","TPC","US"
"2539","TWTR","US"
"2540","TWO","US"
"2541","TYC","Switzerland"
"2542","TYL","US"
"2543","TSN","US"
"2544","UBS","Switzerland"
"2545","UCP","US"
"2546","UDR","US"
"2547","UGI","US"
"2548","UIL","US"
"2549","UPL","US"
"2550","UGP","Brazil"
"2551","UMH","US"
"2552","UA","US"
"2553","UFI","US"
"2554","UNF","US"
"2555","UN","Netherlands"
"2556","UL","United Kingdom"
"2557","UNP","US"
"2558","UIS","US"
"2559","UNT","US"
"2560","UAL","US"
"2561","UMC","Taiwan"
"2562","UPS","US"
"2563","URI","US"
"2564","USM","US"
"2565","X","US"
"2566","UNH","US"
"2567","UTL","US"
"2568","UVV","US"
"2569","UAM","US"
"2570","UHT","US"
"2571","UHS","US"
"2572","UTI","US"
"2573","UNS","US"
"2574","UNM","US"
"2575","URS","US"
"2576","UBA","US"
"2577","USB","US"
"2578","USPH","US"
"2579","SLCA","US"
"2580","USAC","US"
"2581","USNA","US"
"2582","USU","US"
"2583","EGY","US"
"2584","MTN","US"
"2585","VALE","Brazil"
"2586","VALEPR","Brazil"
"2587","VLO","US"
"2588","VLP","US"
"2589","VHI","US"
"2590","VR","Bermuda"
"2591","VLY","US"
"2592","VMI","US"
"2593","VAL","US"
"2594","VTG","US"
"2595","VNTV","US"
"2596","VGR","US"
"2597","VVC","US"
"2598","VEC","US"
"2599","VEEV","US"
"2600","VTR","US"
"2601","VRTV","US"
"2602","VZ","US"
"2603","VET","US"
"2604","VSR","US"
"2605","VRS","US"
"2606","VFC","US"
"2607","VVI","US"
"2608","VII","US"
"2609","VNCE","US"
"2610","VMEM","US"
"2611","VIPS","US"
"2612","VHC","US"
"2613","V","US"
"2614","VSH","US"
"2615","VPG","US"
"2616","VGZ","US"
"2617","VSTO","US"
"2618","VC","US"
"2619","VSI","US"
"2620","VSLR","US"
"2621","VOC","US"
"2622","VCRA","US"
"2623","VNRX","Singapore"
"2624","VISI","US"
"2625","VG","US"
"2626","VNO","US"
"2627","VJET","US"
"2628","VOYA","US"
"2629","VTTI","US"
"2630","VMC","US"
"2631","WTI","US"
"2632","WNC","US"
"2633","WBC","US"
"2634","WAB","US"
"2635","WDR","US"
"2636","WAGE","US"
"2637","WMT","US"
"2638","WAG","US"
"2639","WD","US"
"2640","DIS","US"
"2641","WLT","US"
"2642","WAC","US"
"2643","WPG","US"
"2644","WRE","US"
"2645","WCN","US"
"2646","WM","US"
"2647","WAT","US"
"2648","WSO","US"
"2649","WTS","US"
"2650","WPP","US"
"2651","W","US"
"2652","WFT","Ireland"
"2653","WBS","US"
"2654","WTW","US"
"2655","WMK","US"
"2656","WCG","US"
"2657","WFC","US"
"2658","WAIR","US"
"2659","WCC","US"
"2660","WST","US"
"2661","WR","US"
"2662","WAL","US"
"2663","WGP","US"
"2664","WES","US"
"2665","WNR","US"
"2666","WNRL","US"
"2667","WU","US"
"2668","WLK","US"
"2669","WBK","Australia"
"2670","WHG","US"
"2671","WEX","US"
"2672","WY","US"
"2673","WGL","US"
"2674","WHR","US"
"2675","WTM","US"
"2676","WSR","US"
"2677","WLL","US"
"2678","WHX","US"
"2679","WHZ","US"
"2680","JW.B","US"
"2681","WG","US"
"2682","WLH","US"
"2683","WMB","US"
"2684","WPZ","US"
"2685","WSM","US"
"2686","WGO","US"
"2687","WRT","US"
"2688","FUR","US"
"2689","WIT","India"
"2690","WEC","US"
"2691","WNS","India"
"2692","WWW","US"
"2693","WF","South Korea"
"2694","WDAY","US"
"2695","INT","US"
"2696","WPT","US"
"2697","WWE","US"
"2698","WOR","US"
"2699","WPC","US"
"2700","WPX","US"
"2701","WRB","US"
"2702","GRA","US"
"2703","WH","China"
"2704","WX","China"
"2705","GWW","US"
"2706","WYN","US"
"2707","X","United States"
"2708","XHR","United States"
"2709","XRX","United States"
"2710","XIN","China"
"2711","XL","United States"
"2712","XPO","United States"
"2713","XYL","United States"
"2714","YALA","United Arab Emirates"
"2715","AUY","Canada"
"2716","YSG","China"
"2717","YELP","United States"
"2718","YETI","United States"
"2719","YEXT","United States"
"2720","YOKU","China"
"2721","YPF","Argentina"
"2722","YAC","United States"
"2723","YUM","United States"
"2724","YUMC","China"
"2725","ZEN","United States"
"2726","ZH","China"
"2727","ZIM","Israel"
"2728","ZBH","United States"
"2729","ZION","United States"
"2730","ZUO","United States"
"2731","ZTS","United States"
"2732","ZYME","Canada"
